Ano;Período;Tipo Avaliacao;Professor;Departamento;Disciplina;Turma;Cursos;Aluno;Ano Ingresso;Tipo Ingresso;Curso Aluno;IRA;Escola 2G;Bolsa Apoio;Tipos Bolsa;Outras Bolsas;Nota Final;Cidade;Estado;O plano de ensino apresentado pelo(a) docente contém: ementa, objetivos, metodologias de ensino, critérios de avaliação, cronograma, conteúdos e bibliografia da disciplina.;O(A) docente cumpriu o plano de ensino apresentado.;Os conteúdos foram ministrados de forma clara.;As atividades pedagógicas (aulas, atividades online e presenciais e etc) estimularam a sua participação.;Os recursos didáticos, audiovisuais e tecnológicos disponíveis contribuíram para o processo de ensino e aprendizagem.;Os critérios de avaliação foram compatíveis com os conteúdos ministrados.;O(A) docente deu retorno sobre todas as atividades realizadas.;A atuação e disponibilidade do(a) docente foram satisfatórias.;O(A) docente manteve um comportamento respeitoso e cortês em relação aos discentes.;A atuação e disponibilidade do(a) tutor(a) à distância foram satisfatórias.;O(A) tutor(a) à distância manteve um comportamento respeitoso e cortês em relação aos discentes.;As atividades propostas contribuíram para a aprendizagem dos conteúdos.;A disciplina contribuiu na preparação para o exercício profissional.;A disciplina contribuiu para a aquisição de cultura geral.;Sua motivação para estudar esta disciplina foi alta.;Você teve facilidade para acompanhar as atividades da disciplina.;Seu empenho durante a disciplina foi elevado.;A atuação do(a) tutor(a) presencial foi satisfatória.;A atuação do(a) assistente à docência foi satisfatória.;As estruturas física e tecnológica do polo foram compatíveis e atenderam ao desenvolvimento das atividades.;A atuação do(a) coordenador(a) de curso foi satisfatória.;O trabalho da secretaria do curso na UFJF foi satisfatório.;A atuação da UFJF em relação aos alunos e polo-UAB é satisfatória.
2019;3;ALUNO_TURMA;DCC11C81FAFF5931EAE4B516BB7A2F7C;DEPARTAMENTO DE EDUCAÇÃO;3955DD176DE9DAE50E155B221AB76562;A;37A|37D|37F|37G|37H|37J|37L|37M|37N|37O|37P|37Q|37R|37S|37T;9958841279628ED4C8008DBEA843E35B;2017;Vestibular;37Q;82,48;COLÉGIO PROFESSOR ALCIDES FERREIRA;N;;;95;BARBACENA;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;0;5;5;5;5;5
2019;3;ALUNO_TURMA;DCC11C81FAFF5931EAE4B516BB7A2F7C;DEPARTAMENTO DE EDUCAÇÃO;3955DD176DE9DAE50E155B221AB76562;A;37A|37D|37F|37G|37H|37J|37L|37M|37N|37O|37P|37Q|37R|37S|37T;E983521E11A972929C37CFF18A9CE48A;2017;Vestibular;37Q;29,28;ESCOLA ESTADUAL NARCISO DE QUEIRÓS;N;;;10;CONSELHEIRO LAFAIETE;MG;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;DCC11C81FAFF5931EAE4B516BB7A2F7C;DEPARTAMENTO DE EDUCAÇÃO;3955DD176DE9DAE50E155B221AB76562;A;37A|37D|37F|37G|37H|37J|37L|37M|37N|37O|37P|37Q|37R|37S|37T;BF220376CC4951659DE8BA0A516F4349;2016;Vestibular;37G;85,18;ESCOLA ESTADUAL SÃO GERALDO;N;;;95;COROMANDEL;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;DCC11C81FAFF5931EAE4B516BB7A2F7C;DEPARTAMENTO DE EDUCAÇÃO;3955DD176DE9DAE50E155B221AB76562;A;37A|37D|37F|37G|37H|37J|37L|37M|37N|37O|37P|37Q|37R|37S|37T;D1070EC230DF515515400167D0D4E2DB;2016;Vestibular;37M;79,88;CESEC - VALDIR PINHEIRO DE LACERDA;N;;;83;IPANEMA;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;DCC11C81FAFF5931EAE4B516BB7A2F7C;DEPARTAMENTO DE EDUCAÇÃO;C42E47B8DC4F811242AC6C7A1FF27506;A;37A|37D|37F|37G|37H|37J|37L|37M|37N|37O|37P|37Q|37R|37S|37T;8AFCFC82A7EEDCF6C1B7C7F38724486C;2016;Vestibular;37P;77,73;ESCOLA ESTADUAL ORDEM E PROGRESSO;N;;;68;BELO HORIZONTE;MG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;3;ALUNO_TURMA;DCC11C81FAFF5931EAE4B516BB7A2F7C;DEPARTAMENTO DE EDUCAÇÃO;C42E47B8DC4F811242AC6C7A1FF27506;A;37A|37D|37F|37G|37H|37J|37L|37M|37N|37O|37P|37Q|37R|37S|37T;B891C07E9C31D31567A1918A1F989BA0;2016;Vestibular;37F;79,36;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS;N;;;70;BOA ESPERANCA;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;DCC11C81FAFF5931EAE4B516BB7A2F7C;DEPARTAMENTO DE EDUCAÇÃO;C42E47B8DC4F811242AC6C7A1FF27506;A;37A|37D|37F|37G|37H|37J|37L|37M|37N|37O|37P|37Q|37R|37S|37T;79DD9F28B8F398D590FDAF7C144F6ED0;2017;Vestibular;37Q;85,58;ESCOLA ESTADUAL CÔNEGO LUÍS VIEIRA DA SILVA;N;;;89;OURO BRANCO;MG;4;5;2;4;2;4;4;4;5;4;5;3;4;2;3;2;4;4;4;5;3;4;5
2019;3;ALUNO_TURMA;DCC11C81FAFF5931EAE4B516BB7A2F7C;DEPARTAMENTO DE EDUCAÇÃO;C42E47B8DC4F811242AC6C7A1FF27506;A;37A|37D|37F|37G|37H|37J|37L|37M|37N|37O|37P|37Q|37R|37S|37T;ACDD7B70215FDE8F386CE5D96FD814E4;2016;Vestibular;37G;89,24;ESCOLA ESTADUAL LOREN RIOS FERES;N;;;80;ARAXA;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;DCC11C81FAFF5931EAE4B516BB7A2F7C;DEPARTAMENTO DE EDUCAÇÃO;C42E47B8DC4F811242AC6C7A1FF27506;A;37A|37D|37F|37G|37H|37J|37L|37M|37N|37O|37P|37Q|37R|37S|37T;BF220376CC4951659DE8BA0A516F4349;2016;Vestibular;37G;85,18;ESCOLA ESTADUAL SÃO GERALDO;N;;;100;COROMANDEL;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;DCC11C81FAFF5931EAE4B516BB7A2F7C;DEPARTAMENTO DE EDUCAÇÃO;C42E47B8DC4F811242AC6C7A1FF27506;A;37A|37D|37F|37G|37H|37J|37L|37M|37N|37O|37P|37Q|37R|37S|37T;25E25359554DB14E345953F4B2E935A7;2016;Vestibular;37L;84,27;ESCOLA ESTADUAL EMÍLIA MARIA DINIZ;N;;;81;DURANDE;MG;5;5;5;5;5;3;5;5;5;4;5;5;5;5;4;4;5;1;5;5;5;5;5
2019;3;ALUNO_TURMA;DCC11C81FAFF5931EAE4B516BB7A2F7C;DEPARTAMENTO DE EDUCAÇÃO;C42E47B8DC4F811242AC6C7A1FF27506;A;37A|37D|37F|37G|37H|37J|37L|37M|37N|37O|37P|37Q|37R|37S|37T;80AD60A7B2569DC727E0C62D847370B4;2014;Vestibular;37F;62,87;ESCOLA COMENDADOR GERALDO FREIRE DA SILVA;N;;;74;BOA ESPERANCA;MG;4;4;3;3;4;4;4;4;5;5;5;3;3;3;3;4;3;3;3;5;5;5;5
2019;3;ALUNO_TURMA;DCC11C81FAFF5931EAE4B516BB7A2F7C;DEPARTAMENTO DE EDUCAÇÃO;C42E47B8DC4F811242AC6C7A1FF27506;A;37A|37D|37F|37G|37H|37J|37L|37M|37N|37O|37P|37Q|37R|37S|37T;C32FD9A48DA2C0867DF4430F3CD230DE;2016;Vestibular;37L;71,06;ESCOLA MUNICIPAL DRA MARIA DA CONCEIÇÃO OLIVEIRA RIBEIRO;N;;;77;MANHUMIRIM;MG;4;5;4;5;4;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;DCC11C81FAFF5931EAE4B516BB7A2F7C;DEPARTAMENTO DE EDUCAÇÃO;C42E47B8DC4F811242AC6C7A1FF27506;A;37A|37D|37F|37G|37H|37J|37L|37M|37N|37O|37P|37Q|37R|37S|37T;D1070EC230DF515515400167D0D4E2DB;2016;Vestibular;37M;79,88;CESEC - VALDIR PINHEIRO DE LACERDA;N;;;83;IPANEMA;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;DCC11C81FAFF5931EAE4B516BB7A2F7C;DEPARTAMENTO DE EDUCAÇÃO;6417B4E0EC6FE6A112540BAD448D245E;A;37A|37F|37G|37H|37J|37L|37M|37N|37O|37P|37R|37S;BF220376CC4951659DE8BA0A516F4349;2016;Vestibular;37G;85,18;ESCOLA ESTADUAL SÃO GERALDO;N;;;86;COROMANDEL;MG;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
2019;3;ALUNO_TURMA;DCC11C81FAFF5931EAE4B516BB7A2F7C;DEPARTAMENTO DE EDUCAÇÃO;6417B4E0EC6FE6A112540BAD448D245E;A;37A|37F|37G|37H|37J|37L|37M|37N|37O|37P|37R|37S;D1070EC230DF515515400167D0D4E2DB;2016;Vestibular;37M;79,88;CESEC - VALDIR PINHEIRO DE LACERDA;N;;;67;IPANEMA;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;DCC11C81FAFF5931EAE4B516BB7A2F7C;DEPARTAMENTO DE EDUCAÇÃO;A12EB3BC47DC90854044103D8961AE1E;A;37A;E983521E11A972929C37CFF18A9CE48A;2017;Vestibular;37Q;29,28;ESCOLA ESTADUAL NARCISO DE QUEIRÓS;N;;;0;CONSELHEIRO LAFAIETE;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;DCC11C81FAFF5931EAE4B516BB7A2F7C;DEPARTAMENTO DE EDUCAÇÃO;495637D3D30D4BF06F97476239BF4361;A;37A;E983521E11A972929C37CFF18A9CE48A;2017;Vestibular;37Q;29,28;ESCOLA ESTADUAL NARCISO DE QUEIRÓS;N;;;15;CONSELHEIRO LAFAIETE;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;62CC81AE2CB67D31970BA3DCED101FF3;DEPTO DE CIENCIAS ADMINISTRATIVAS;37797A8C33667D298AE6B77476FB393C;A;46A|74A;D9DAA3C3116B65474260917EB1E880F5;2016;Vestibular;74A;85,36;ESCOLA ESTADUAL DEPUTADO OLIVEIRA SOUZA;N;;;99;GUARARA;MG;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;62CC81AE2CB67D31970BA3DCED101FF3;DEPTO DE CIENCIAS ADMINISTRATIVAS;37797A8C33667D298AE6B77476FB393C;B;74B|78A;DF871EB5D5A75A52E8E4874A9AEF9C7B;2016;Vestibular;74B;9,25;COLÉGIO ESTADUAL D. PEDRO I;N;;;0;NILOPOLIS;RJ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;3;ALUNO_TURMA;62CC81AE2CB67D31970BA3DCED101FF3;DEPTO DE CIENCIAS ADMINISTRATIVAS;37797A8C33667D298AE6B77476FB393C;B;74B|78A;D6017E0EC9D102CDF0D55EB6B2D15102;2016;Vestibular;74B;83,01;COLÉGIO TÉCNICO UNIVERSITÁRIO ;N;;;80;JUIZ DE FORA;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;62CC81AE2CB67D31970BA3DCED101FF3;DEPTO DE CIENCIAS ADMINISTRATIVAS;37797A8C33667D298AE6B77476FB393C;B;74B|78A;E06318ED43894D068ADCFA932B08D2C2;2016;Vestibular/ENEM;74B;79,24;ESCOLA SENAI ROBERTO SIMONSEN;N;;;80;JUIZ DE FORA;MG;4;5;5;5;4;4;5;5;5;5;5;5;5;5;5;4;5;5;0;5;5;0;5
2019;3;ALUNO_TURMA;62CC81AE2CB67D31970BA3DCED101FF3;DEPTO DE CIENCIAS ADMINISTRATIVAS;37797A8C33667D298AE6B77476FB393C;B;74B|78A;4211D2D968C23BE515EABDFBAAC3ECB3;2016;Vestibular;74B;75,76;COLÉGIO E CURSO CONEXÃO;N;;TREINAMENTO PROF. - VOLUNTARIO|TREINAMENTO PROFISSIONAL;87;JUIZ DE FORA;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;0;5;5;5;0;5
2019;3;ALUNO_TURMA;62CC81AE2CB67D31970BA3DCED101FF3;DEPTO DE CIENCIAS ADMINISTRATIVAS;37797A8C33667D298AE6B77476FB393C;B;74B|78A;CEA7312E2835CE5E78247F8CA82F2FD9;2016;Vestibular;74B;71,42;COLÉGIO IMACULADA CONCEIÇÃO;N;;;76;CONTAGEM;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;62CC81AE2CB67D31970BA3DCED101FF3;DEPTO DE CIENCIAS ADMINISTRATIVAS;37797A8C33667D298AE6B77476FB393C;B;74B|78A;A11113F1E8553545BC51851801E45F57;2016;Vestibular;74B;68,99;ESCOLA ESTADUAL PRESIDENTE JOÃO PINHEIRO;N;;;70;SANTOS DUMONT;MG;5;5;5;3;5;;;;;;;;;;;;4
2019;3;ALUNO_TURMA;62CC81AE2CB67D31970BA3DCED101FF3;DEPTO DE CIENCIAS ADMINISTRATIVAS;37797A8C33667D298AE6B77476FB393C;B;74B|78A;697D701BDBD50D3364B7E3F029DCB91E;2016;Vestibular/ENEM;74B;37,07;ESCOLA ESTADUAL NOSSA SENHORA DO ROSÁRIO;N;;;0;SANTOS DUMONT;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;62CC81AE2CB67D31970BA3DCED101FF3;DEPTO DE CIENCIAS ADMINISTRATIVAS;37797A8C33667D298AE6B77476FB393C;B;74B|78A;6B9111527E9498DEF84492DD3F44321E;2016;Vestibular/ENEM;74B;58,91;COLÉGIO APOGEU;N;;;62;JUIZ DE FORA;MG;5;5;5;4;4;5;5;5;5;4;5;5;5;4;5;5;5;;4;3;4;3;2
2019;3;ALUNO_TURMA;62CC81AE2CB67D31970BA3DCED101FF3;DEPTO DE CIENCIAS ADMINISTRATIVAS;37797A8C33667D298AE6B77476FB393C;B;74B|78A;B14427E6E69ED11C760C8A6B2349EB35;2018;Vestibular;74B;45,11;ESCOLA MUNICIPAL JESUS DE OLIVEIRA;N;;;77;JUIZ DE FORA;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;2;5;5;5;5;5
2019;3;ALUNO_TURMA;62CC81AE2CB67D31970BA3DCED101FF3;DEPTO DE CIENCIAS ADMINISTRATIVAS;37797A8C33667D298AE6B77476FB393C;B;74B|78A;507720A688019865DC399D98FF444CCB;2016;Vestibular;74B;30,13;ESCOLA ESTADUAL PRESIDENTE COSTA E SILVA;N;;;0;JUIZ DE FORA;MG;4;4;3;3;3;3;4;4;5;4;5;3;3;3;3;3;4;4;4;4;4;4;4
2019;3;ALUNO_TURMA;62CC81AE2CB67D31970BA3DCED101FF3;DEPTO DE CIENCIAS ADMINISTRATIVAS;37797A8C33667D298AE6B77476FB393C;B;74B|78A;902081E0108F563424E883795135D409;2018;Vestibular;74B;10,2;COLÉGIO EXATO - ENSINO MÉDIO;N;;;5;JUIZ DE FORA;MG;5;5;5;5;5;3;5;5;5;5;5;5;5;5;5;5;0;0;0;1;0;0;2
2019;3;ALUNO_TURMA;62CC81AE2CB67D31970BA3DCED101FF3;DEPTO DE CIENCIAS ADMINISTRATIVAS;37797A8C33667D298AE6B77476FB393C;B;74B|78A;20DC6C1A515A89262A06C2AC10B5CD4F;2014;Vestibular;74B;59,12;EJA - EDUCAÇÃO DE JOVENS E ADULTOS TELECURSO 2000-EXAME;N;;;88;JUIZ DE FORA;MG;4;5;4;4;5;5;4;5;5;4;5;5;4;4;5;4;5;4;4;5;5;5;5
2019;3;ALUNO_TURMA;62CC81AE2CB67D31970BA3DCED101FF3;DEPTO DE CIENCIAS ADMINISTRATIVAS;37797A8C33667D298AE6B77476FB393C;C;74C;9B7C50B85D95C099649A37C579F6C6DC;2016;Vestibular;74C;89,43;COLÉGIO SÃO JOÃO;N;;;96;CATAGUASES;MG;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;4;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;62CC81AE2CB67D31970BA3DCED101FF3;DEPTO DE CIENCIAS ADMINISTRATIVAS;37797A8C33667D298AE6B77476FB393C;C;74C;A03DDF896CFF5C27736F3B417659A405;2016;Vestibular;74C;68,69;ESCOLA ESTADUAL SENADOR LEVINDO COELHO;N;;;89;UBA;MG;5;4;3;3;5;5;5;4;4;5;4;5;4;5;4;4;3;5;5;5;5;5;5
2019;3;ALUNO_TURMA;62CC81AE2CB67D31970BA3DCED101FF3;DEPTO DE CIENCIAS ADMINISTRATIVAS;37797A8C33667D298AE6B77476FB393C;C;74C;E8B01D200FDA9B732F9518ADAF1BE34F;2012;Vestibular;74C;56,91;COLÉGIO TIRADENTES DA POLÍCIA MILITAR DE MINAS GERAIS;N;;;76;JUIZ DE FORA;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;6E7BD92011966D718F6E8DF6F482CBE3;DEPTO DE QUIMICA /ICE;2A1D01A2DDBEB25EA4C8DC9952EF98FF;A;59C|59E|59H;FA25FD381CF79F2BB8586545F68DC7B1;2018;Vestibular;59C;81,13;COLÉGIO RAIZ;N;;;91;BELO HORIZONTE;MG;4;5;4;4;4;5;4;4;5;4;4;4;4;3;2;4;4;4;3;4;3;3;4
2019;3;ALUNO_TURMA;6E7BD92011966D718F6E8DF6F482CBE3;DEPTO DE QUIMICA /ICE;2A1D01A2DDBEB25EA4C8DC9952EF98FF;A;59C|59E|59H;44EE26DFF005D8803717E45566A71E6A;2018;Vestibular;59C;59,13;INSTITUTO ESTADUAL DE EDUCAÇÃO DE JUIZ DE FORA;N;;;81;JUIZ DE FORA;MG;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;6E7BD92011966D718F6E8DF6F482CBE3;DEPTO DE QUIMICA /ICE;2A1D01A2DDBEB25EA4C8DC9952EF98FF;A;59C|59E|59H;57500408AC2BA08B981488776CEF6BA1;2018;Vestibular;59E;91,17;COLÉGIO DARWIN DE RAUL SOARES;N;;;86;BELO HORIZONTE;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;6E7BD92011966D718F6E8DF6F482CBE3;DEPTO DE QUIMICA /ICE;2A1D01A2DDBEB25EA4C8DC9952EF98FF;A;59C|59E|59H;6DB888193DBEE8C809E656B33746546D;2018;Vestibular;59E;32,47;ESCOLA ESTADUAL IMACULADA CONCEIÇÃO;N;;;32;PEDRO LEOPOLDO;MG;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
2019;3;ALUNO_TURMA;6E7BD92011966D718F6E8DF6F482CBE3;DEPTO DE QUIMICA /ICE;2A1D01A2DDBEB25EA4C8DC9952EF98FF;A;59C|59E|59H;948B656B477DF44410E42FDBA9C11F17;2018;Vestibular;59C;11,44;COLÉGIO INTEGRADO CEMEC;N;;;0;JUIZ DE FORA;MG;3;3;3;0;3;3;3;3;3;0;0;0;0;3;0;5;1;3;0;3;1;2;5
2019;3;ALUNO_TURMA;F2C2871FC26D2C905EE2C871735909BE;DEPARTAMENTO DE EDUCAÇÃO;283E9BB3A217F125BBA7B9A73FF2C013;B;61A|61B|61D|61F|61G|61H|75A|75B|75D|75E|75F|75J|75L|75M|75N|75O|75P;AC901F9E18676A5F2E057B13F0CBCD27;2016;Vestibular/ENEM;61B;70,55;ESCOLA ESTADUAL JOÁO MELO GOMIDE;N;;;84;PERDOES;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;F2C2871FC26D2C905EE2C871735909BE;DEPARTAMENTO DE EDUCAÇÃO;283E9BB3A217F125BBA7B9A73FF2C013;B;61A|61B|61D|61F|61G|61H|75A|75B|75D|75E|75F|75J|75L|75M|75N|75O|75P;96B4CA2F288F5021AFB97373D3D7999F;2016;Vestibular;75A;62,25;ESCOLA MUNICIPAL MARCONI;N;;;72;IBIA;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;F2C2871FC26D2C905EE2C871735909BE;DEPARTAMENTO DE EDUCAÇÃO;283E9BB3A217F125BBA7B9A73FF2C013;B;61A|61B|61D|61F|61G|61H|75A|75B|75D|75E|75F|75J|75L|75M|75N|75O|75P;B7ACFDA42AA531D0507348D29204EA02;2016;Vestibular;75D;82,15;CES I - NITERÓI;N;;;85;MURIAE;MG;4;4;5;4;5;4;4;4;4;4;4;5;5;4;4;4;5;5;5;5;4;5;3
2019;3;ALUNO_TURMA;F2C2871FC26D2C905EE2C871735909BE;DEPARTAMENTO DE EDUCAÇÃO;283E9BB3A217F125BBA7B9A73FF2C013;B;61A|61B|61D|61F|61G|61H|75A|75B|75D|75E|75F|75J|75L|75M|75N|75O|75P;0B9ED3615B4E28F73D4799EDFED99CAE;2016;Vestibular;75F;78,86;COLÉGIO CRISTO REDENTOR;N;;QUALIFICAÇÃO AMBIENTAL|MONITORIA GRADUACAO|VESTIBULAR;91;JUIZ DE FORA;MG;5;5;4;4;4;4;5;4;5;5;5;5;5;5;4;5;5;4;4;4;5;5;4
2019;3;ALUNO_TURMA;F2C2871FC26D2C905EE2C871735909BE;DEPARTAMENTO DE EDUCAÇÃO;283E9BB3A217F125BBA7B9A73FF2C013;B;61A|61B|61D|61F|61G|61H|75A|75B|75D|75E|75F|75J|75L|75M|75N|75O|75P;EAC54EA1956CDC180909FB6D8ED38D01;2016;Vestibular;75F;62,38;SESI/SENAI "ROBSON BRAGA DE ANDRADE ";N;;;94;JUIZ DE FORA;MG;5;5;5;5;4;5;5;;5;4;5;4;4;4;4;5;5;3;3;5;5;5;4
2019;3;ALUNO_TURMA;F2C2871FC26D2C905EE2C871735909BE;DEPARTAMENTO DE EDUCAÇÃO;283E9BB3A217F125BBA7B9A73FF2C013;B;61A|61B|61D|61F|61G|61H|75A|75B|75D|75E|75F|75J|75L|75M|75N|75O|75P;C3F08FEEC562B6E477D1657D3B5C4592;2013;Matrícula como Graduado;75F;57,25;COLÉGIO SAÚDE;N;;EXTENSAO;80;JUIZ DE FORA;MG;5;5;5;4;4;5;5;4;5;4;4;;5;5;4;4;5;4;5;4;5;5;5
2019;3;ALUNO_TURMA;F2C2871FC26D2C905EE2C871735909BE;DEPARTAMENTO DE EDUCAÇÃO;283E9BB3A217F125BBA7B9A73FF2C013;B;61A|61B|61D|61F|61G|61H|75A|75B|75D|75E|75F|75J|75L|75M|75N|75O|75P;41D023FC09782F5907DFDBF827991747;2016;Vestibular/ENEM;75F;39,45;ESCOLA CRISTO REDENTOR 1º E 2º GRAUS;N;;;83;GOIANA;MG;5;4;4;3;4;2;4;2;3;3;3;4;3;4;5;4;4;3;3;3;3;3;3
2019;3;ALUNO_TURMA;F2C2871FC26D2C905EE2C871735909BE;DEPARTAMENTO DE EDUCAÇÃO;283E9BB3A217F125BBA7B9A73FF2C013;B;61A|61B|61D|61F|61G|61H|75A|75B|75D|75E|75F|75J|75L|75M|75N|75O|75P;B921B46226E4C7CA540371A8929FA431;2016;Vestibular;75J;83,22;ESPAÇO EDUCACIONAL CRER & SER;N;;;96;GOVERNADOR VALADARES;MG;2;3;1;1;1;1;1;1;5;1;5;1;1;1;5;5;5;1;0;5;5;3;2
2019;3;ALUNO_TURMA;F2C2871FC26D2C905EE2C871735909BE;DEPARTAMENTO DE EDUCAÇÃO;283E9BB3A217F125BBA7B9A73FF2C013;B;61A|61B|61D|61F|61G|61H|75A|75B|75D|75E|75F|75J|75L|75M|75N|75O|75P;6FCAC4CF353A8D7365DE06427D59CD3F;2016;Vestibular;75J;79,24;ESCOLA ESTADUAL IMACULADA CONCEIÇÃO;N;;;64;IPANEMA;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;F2C2871FC26D2C905EE2C871735909BE;DEPARTAMENTO DE EDUCAÇÃO;283E9BB3A217F125BBA7B9A73FF2C013;B;61A|61B|61D|61F|61G|61H|75A|75B|75D|75E|75F|75J|75L|75M|75N|75O|75P;7A7731A520F139474BD3A0247AAA0E17;2016;Vestibular;75J;64,4;ESCOLA MUNICIPAL PROFESSOR JOSÉ MARIA DE PINHO;N;;;67;SABINOPOLIS;MG;4;4;5;3;5;4;5;;3;5;5;5;5;5;5;5;5;2;3;1;5;5;5
2019;3;ALUNO_TURMA;F2C2871FC26D2C905EE2C871735909BE;DEPARTAMENTO DE EDUCAÇÃO;283E9BB3A217F125BBA7B9A73FF2C013;B;61A|61B|61D|61F|61G|61H|75A|75B|75D|75E|75F|75J|75L|75M|75N|75O|75P;DB95B6A7322EEEFDB66D89CC3F848FB6;2016;Vestibular/ENEM;75J;66,63;COLÉGIO JOÃO CALVINO 1º E 2º GRAUS;N;;;99;CORONEL FABRICIANO;MG;4;4;4;4;4;4;4;4;4;4;4;5;5;5;3;3;4;4;4;4;4;4;4
2019;3;ALUNO_TURMA;F2C2871FC26D2C905EE2C871735909BE;DEPARTAMENTO DE EDUCAÇÃO;283E9BB3A217F125BBA7B9A73FF2C013;B;61A|61B|61D|61F|61G|61H|75A|75B|75D|75E|75F|75J|75L|75M|75N|75O|75P;7FF3277E2C056FDE2162ED318659B623;2014;Vestibular;75J;67,1;ESCOLA TÉCNICA JUSCELINO KUBITSCHEK;N;;;80;ITABIRA;MG;4;5;3;3;3;4;5;4;5;5;5;4;3;4;3;4;4;5;5;4;5;5;5
2019;3;ALUNO_TURMA;F2C2871FC26D2C905EE2C871735909BE;DEPARTAMENTO DE EDUCAÇÃO;283E9BB3A217F125BBA7B9A73FF2C013;B;61A|61B|61D|61F|61G|61H|75A|75B|75D|75E|75F|75J|75L|75M|75N|75O|75P;EF76111730C20A47D1A9B4EA01B18FBE;2017;Vestibular/ENEM;75N;95,38;Escola Estadual Cônego Osvaldo Lustosa;N;;;96;SAO JOAO DEL REI;MG;4;4;4;4;4;4;5;5;5;5;5;5;4;4;3;4;5;5;4;3;5;5;4
2019;3;ALUNO_TURMA;F2C2871FC26D2C905EE2C871735909BE;DEPARTAMENTO DE EDUCAÇÃO;283E9BB3A217F125BBA7B9A73FF2C013;B;61A|61B|61D|61F|61G|61H|75A|75B|75D|75E|75F|75J|75L|75M|75N|75O|75P;596BB23CF2436BEB76F7356C99F37A80;2017;Vestibular;75N;31,03;Colégio Estadual Cizinio Soares Pinto;N;;;19;RIO DE JANEIRO;RJ;0;0;0;0;0;0;0;5;5;5;5;5;5;5;5;5;4;5;0;3;5;5;1
